"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110"
"570",320,20,12,3,3,45,21,168,1,217,13,6,21,61,5,101,3,67,12,23,109,4,7,9,1,17,5,25,21,4,23,11,71,770,111,7,69,17,1,4,35,11,15,14,6,4,6,16,3,223,11,50,21,203,10,1,1,7,220,4,10,1,67,220,7,3,5,5,31,13,3,6,12,38,4,4,458,11,6,6,9,1,49,14,6,14,2,2,108,7,7,2,10,4,72,11,9,325,16,1,4,56,8,7,6,3,26,9,7,26
"571",308,6,20,6,9,56,14,213,1,272,14,9,22,106,2,100,2,71,2,28,116,4,5,3,5,16,2,29,9,6,18,3,76,789,92,2,85,9,4,5,19,17,14,13,5,10,5,7,5,205,3,57,19,181,26,4,5,8,169,3,12,4,49,205,3,2,7,7,32,15,10,2,1,30,12,2,391,6,7,18,12,3,33,14,4,4,7,1,156,5,4,5,10,18,44,15,16,347,14,9,12,28,12,5,12,4,17,25,8,27
"572",285,15,19,5,8,49,11,217,2,224,6,7,38,70,4,95,4,49,2,18,94,1,5,12,14,10,10,36,11,10,37,7,69,788,112,6,52,11,2,1,37,15,22,8,4,20,1,7,15,185,4,63,25,225,12,5,6,5,193,2,8,10,57,242,8,4,6,6,23,29,6,5,4,27,5,2,444,2,18,7,25,4,45,18,10,8,6,1,114,5,1,5,2,9,31,4,10,334,24,10,6,45,6,9,17,0,18,19,2,29
"573",280,23,17,1,4,61,9,209,6,227,6,6,22,62,1,101,0,46,4,21,152,6,6,2,1,22,5,42,8,8,14,6,85,840,84,4,58,2,2,10,31,9,11,5,5,5,4,6,2,175,7,56,41,244,13,7,5,4,213,3,9,1,53,242,7,1,7,15,19,38,10,4,5,50,5,0,415,4,11,9,14,9,24,24,2,7,3,6,127,4,3,0,6,14,40,10,3,334,19,6,7,37,8,3,18,7,23,6,8,14
"574",314,20,7,6,8,46,15,243,3,208,8,14,21,81,5,99,8,79,1,13,96,10,3,11,1,14,0,45,9,6,30,5,94,763,109,5,100,8,3,5,37,14,17,18,3,13,8,10,4,215,6,42,21,183,27,8,3,8,182,5,12,9,31,243,16,3,16,6,33,15,16,3,3,39,6,5,429,1,11,2,11,4,51,12,4,5,3,1,105,4,1,2,5,10,64,17,3,337,12,4,1,36,9,5,8,3,17,7,1,19
"575",311,28,15,15,7,57,11,221,0,260,7,10,25,63,7,97,6,49,6,13,108,1,5,10,1,24,8,51,9,8,11,8,86,716,86,2,79,9,2,9,30,6,18,10,2,5,5,7,2,183,4,54,21,173,47,4,4,2,213,6,14,11,49,227,4,2,10,11,25,28,11,1,8,22,6,9,430,3,11,3,14,2,43,9,1,12,3,6,132,10,2,8,14,15,31,9,10,371,18,6,4,52,13,5,21,4,20,15,10,18
"576",326,19,12,3,5,48,5,236,0,226,11,15,24,109,5,109,6,53,7,19,99,2,10,11,2,17,3,28,3,9,21,4,65,751,110,2,77,11,2,7,37,17,14,6,2,6,2,12,6,194,6,41,37,177,29,3,8,7,196,4,5,4,50,238,3,2,8,4,19,16,6,4,3,34,5,6,403,8,21,11,17,5,22,4,4,10,7,3,144,10,5,5,14,11,43,18,12,342,22,4,11,51,4,4,19,3,19,32,10,19
"577",314,29,15,2,1,67,20,228,1,234,16,4,8,56,2,112,10,39,4,11,89,5,8,6,1,17,2,49,9,11,27,2,93,757,116,2,63,6,0,12,24,7,17,5,8,2,2,6,2,180,3,54,29,214,14,2,6,1,181,0,9,3,42,250,12,7,1,10,20,14,9,3,7,30,4,3,465,3,10,6,13,8,42,4,1,7,8,4,159,6,7,5,4,20,72,21,11,340,22,4,8,46,4,5,11,6,18,18,3,10
"578",295,29,17,3,1,53,4,223,0,212,9,6,27,64,1,78,6,65,0,14,113,5,6,11,6,16,3,33,11,11,21,5,62,747,89,6,95,5,4,7,33,9,11,16,9,4,7,5,4,198,2,63,40,192,20,5,11,3,188,1,21,7,52,213,5,7,10,9,24,22,29,4,11,26,9,2,477,5,3,10,11,12,45,6,1,11,6,7,122,4,2,0,6,12,71,17,22,343,31,17,1,32,2,2,12,2,21,21,1,30
"579",306,21,23,4,3,51,4,204,8,225,11,16,31,85,19,91,6,50,1,12,109,11,5,7,3,20,1,46,21,10,26,3,69,778,94,4,86,13,3,5,40,13,11,23,11,7,6,5,1,177,7,55,25,183,34,3,3,3,175,4,14,2,64,233,3,4,2,7,40,19,15,1,5,39,8,2,439,9,5,9,6,3,44,20,4,5,5,5,143,1,1,1,13,19,40,13,14,328,16,9,8,32,13,4,11,7,14,14,8,8
"580",292,27,23,1,2,43,23,212,4,238,6,9,22,71,4,91,1,55,5,14,136,6,19,3,5,12,8,34,19,11,25,9,101,775,106,4,83,9,2,5,15,16,8,2,2,10,2,7,4,172,2,49,26,234,10,6,1,1,203,3,7,0,46,215,12,0,4,6,27,24,16,1,4,44,7,14,443,2,12,8,3,3,39,21,0,7,1,9,124,6,7,5,4,14,45,8,12,342,13,10,6,38,7,4,12,2,13,22,5,38
"581",321,36,15,0,4,40,10,213,5,241,19,10,23,96,2,69,4,64,0,19,124,9,2,9,7,25,4,32,22,15,18,4,100,766,102,0,74,7,12,3,38,4,26,9,10,0,3,10,5,178,8,54,35,175,15,5,5,0,210,10,15,2,42,217,5,5,9,13,22,24,6,8,14,32,5,3,414,1,16,12,20,6,48,9,3,12,1,4,160,3,3,4,8,8,50,11,5,303,26,5,4,38,5,1,12,3,23,13,4,17
"582",294,14,33,1,2,53,20,230,2,224,12,6,23,83,4,105,4,65,3,12,119,11,8,7,1,18,3,54,9,16,20,3,95,770,103,3,87,3,4,7,18,11,13,2,1,3,0,12,3,173,17,49,35,203,18,2,3,2,210,13,17,5,36,218,4,3,7,14,37,10,13,5,11,31,1,3,439,0,15,6,15,6,34,10,11,6,7,9,118,3,8,1,4,12,47,9,8,316,8,8,9,46,8,7,13,2,21,26,2,32
"583",314,18,15,14,6,47,7,255,5,258,16,2,25,88,2,84,6,62,4,15,111,2,4,5,9,21,8,40,22,12,25,7,81,735,96,6,101,9,5,14,31,8,19,13,2,6,0,6,15,168,3,54,24,202,31,2,6,2,196,3,11,5,43,240,8,1,14,6,20,29,11,14,3,36,5,5,396,4,9,4,9,3,46,13,1,15,7,1,137,6,3,1,8,18,45,15,5,316,13,1,5,38,6,4,11,5,13,16,5,23
"584",324,24,21,3,6,47,17,184,4,241,8,10,20,92,5,76,0,60,8,17,107,8,7,7,11,10,1,30,8,5,26,12,81,812,86,1,83,9,2,8,31,12,4,5,4,9,2,9,5,226,4,35,15,232,25,4,3,2,195,10,2,3,35,234,6,1,6,6,23,16,10,3,22,27,6,0,381,1,16,10,11,8,35,13,5,12,0,1,158,8,9,8,2,18,29,11,10,353,20,6,5,36,10,14,21,3,21,16,10,26
"585",366,17,18,5,2,71,8,229,2,210,14,6,14,87,7,101,1,49,3,24,96,11,2,10,0,13,1,21,14,5,21,7,100,780,71,6,70,9,2,5,19,13,8,15,4,6,7,8,0,174,7,68,29,168,34,5,11,4,213,1,7,4,45,218,5,2,7,5,33,14,13,4,7,31,5,0,396,1,4,10,16,4,35,17,3,13,9,4,151,2,3,9,9,18,46,18,7,369,11,6,4,50,15,9,24,3,19,18,2,23
"586",312,27,21,4,8,51,19,190,8,207,10,8,21,94,4,87,0,58,4,8,84,4,4,8,4,3,1,24,5,7,19,3,101,815,118,5,50,7,2,2,32,11,18,6,6,3,3,6,8,197,4,62,31,195,19,6,2,8,202,0,14,4,53,201,15,6,3,10,28,22,8,2,9,46,7,7,440,10,13,3,19,4,28,9,3,4,5,2,135,2,2,1,7,23,36,17,26,338,18,5,1,51,7,2,21,2,10,24,4,67
"587",343,22,23,4,3,48,14,188,0,252,16,8,12,90,7,76,6,63,0,14,97,3,3,4,2,18,2,26,15,11,20,11,70,809,88,2,63,15,9,9,31,14,11,3,2,3,4,16,1,165,6,44,23,230,20,8,7,5,181,0,9,5,37,212,9,2,13,7,36,32,18,6,7,42,14,3,514,5,17,7,7,3,34,3,2,3,6,1,136,1,5,1,2,16,47,14,18,311,8,19,8,35,10,2,7,4,15,19,3,25
"588",344,16,23,1,2,44,11,229,7,226,4,7,32,69,5,82,2,38,5,21,92,4,1,3,3,14,4,43,17,4,16,12,81,780,129,7,76,16,7,8,38,11,14,7,4,5,3,15,2,163,7,61,38,190,22,1,11,4,181,1,9,2,46,235,1,2,4,8,20,36,6,3,17,27,4,0,426,6,10,4,10,10,37,11,4,16,8,4,147,1,5,9,12,15,54,21,9,355,13,6,5,27,6,3,21,2,22,16,7,15
"589",356,14,21,4,0,41,18,207,4,240,18,6,22,86,5,75,7,58,12,19,142,13,6,12,4,9,5,39,13,7,33,3,80,744,79,3,99,9,5,6,26,9,16,12,3,4,5,8,0,182,9,57,28,165,11,9,6,2,207,5,4,7,36,254,10,0,6,14,42,16,12,10,1,40,9,5,418,2,5,4,10,0,33,17,0,13,9,7,138,4,3,8,5,15,54,8,9,333,12,12,5,31,14,3,13,4,28,11,3,15
"590",279,20,11,2,19,52,6,295,4,203,18,4,28,75,1,78,8,51,1,14,112,7,1,2,11,17,1,33,21,3,23,7,71,764,116,7,77,8,2,7,31,7,12,8,1,10,7,18,5,182,6,34,29,206,20,3,6,6,177,0,10,1,75,274,5,6,8,6,12,30,6,9,8,35,6,4,452,3,4,7,13,4,45,9,1,4,13,14,134,4,4,4,5,14,39,17,11,318,16,7,6,40,2,3,12,7,10,28,7,21
"591",299,15,24,1,3,42,8,222,1,231,10,3,10,101,2,75,4,48,1,11,112,7,4,3,8,17,8,51,6,6,20,5,75,751,89,1,88,17,2,5,20,13,13,5,0,4,7,4,4,209,3,50,35,205,17,11,11,2,213,9,23,6,50,209,6,0,8,18,19,32,7,8,9,36,16,9,442,4,4,8,4,5,35,10,4,4,3,4,157,6,1,8,13,16,49,11,14,371,12,9,11,43,7,0,7,4,18,18,8,13
"592",304,20,12,17,4,42,9,199,6,210,15,14,35,74,3,128,2,63,2,7,110,11,5,4,4,25,9,55,6,6,16,7,101,765,74,2,85,6,7,2,40,10,13,4,10,4,2,12,1,221,5,54,38,209,11,7,3,10,203,7,16,4,46,209,6,5,4,15,39,25,11,7,6,30,6,1,430,7,14,13,7,5,25,11,2,19,6,1,90,3,1,1,13,14,35,11,10,372,16,5,9,42,6,3,7,5,22,17,5,13
"593",319,28,15,1,3,43,11,208,3,230,13,4,13,84,13,78,6,60,5,11,68,8,12,5,7,13,1,40,17,21,29,3,74,798,81,6,81,10,6,8,18,23,25,8,0,5,4,19,4,190,12,55,35,241,14,14,4,7,177,2,3,1,48,219,9,3,4,12,24,24,9,2,13,46,5,2,413,6,6,8,4,4,31,6,4,12,4,0,125,6,2,12,14,15,49,8,19,352,20,8,9,37,17,1,5,1,25,17,5,38
"594",323,28,10,3,0,61,9,233,6,224,9,4,28,86,8,75,5,61,1,19,133,7,2,5,6,20,0,33,8,10,20,8,94,767,103,1,69,13,3,4,17,3,9,5,6,4,3,4,3,181,6,51,48,214,21,1,6,4,209,2,16,4,57,245,5,7,10,5,11,21,10,1,10,39,12,9,446,4,10,4,5,1,40,12,1,7,5,7,147,6,3,1,12,9,46,9,9,324,18,3,1,18,4,3,13,4,16,12,8,34
"595",305,21,27,1,2,60,12,236,6,203,22,7,26,82,4,135,7,58,1,13,139,4,4,4,3,21,3,39,6,4,13,2,101,738,81,1,73,6,2,4,19,10,15,1,15,3,1,9,6,201,6,59,34,198,20,9,1,2,191,6,6,4,62,234,2,3,13,3,21,25,6,1,6,26,10,1,447,5,6,10,6,2,35,17,9,11,0,3,152,6,6,2,11,12,42,8,11,352,10,6,2,46,6,1,13,3,18,19,2,16
"596",329,14,25,2,1,50,9,233,4,225,19,9,18,77,6,67,2,62,3,18,118,6,2,4,3,15,11,29,12,8,24,8,88,686,64,1,65,8,6,9,31,8,7,9,10,8,0,8,9,180,21,64,42,178,10,6,5,6,237,1,22,2,78,211,2,5,10,17,20,16,3,7,7,34,8,2,474,3,8,14,10,3,44,20,0,16,4,3,156,10,2,4,4,22,41,9,9,363,18,12,11,25,12,12,15,5,16,7,9,15
"597",310,17,13,0,6,46,9,162,15,222,12,9,21,83,1,88,2,75,6,12,106,6,7,7,8,16,5,36,9,11,16,4,87,718,106,1,117,3,5,5,29,5,25,11,4,3,7,13,7,205,5,62,43,199,12,0,2,1,177,1,9,7,46,250,7,6,8,1,31,23,9,9,4,37,5,5,472,4,10,4,15,6,30,5,5,7,5,3,119,5,4,4,10,17,42,11,14,357,18,2,5,33,20,2,10,14,29,32,6,30
"598",340,25,23,4,2,58,18,192,2,280,5,4,23,55,3,92,2,54,5,12,134,9,7,25,6,23,3,27,17,3,27,7,85,726,71,6,85,4,2,2,21,9,16,11,5,11,5,8,2,194,4,66,34,208,13,1,10,4,176,9,18,5,54,232,6,3,7,25,21,19,13,1,10,29,6,11,383,1,11,4,22,3,30,17,5,5,7,3,136,1,5,4,18,15,45,13,6,335,25,2,8,25,18,6,25,3,33,14,16,21
"599",374,25,21,5,12,59,8,232,1,211,17,6,9,93,2,102,6,64,10,14,112,7,2,5,2,6,1,45,12,10,26,11,70,784,117,6,71,4,5,3,26,10,33,10,4,10,8,15,11,184,1,67,22,178,16,0,1,5,199,8,6,6,31,193,4,7,7,4,21,21,6,3,12,33,7,4,432,0,8,7,12,2,29,4,2,6,6,0,118,7,6,3,5,15,38,12,4,334,24,14,2,58,13,2,14,3,25,25,8,19
"600",335,24,13,2,2,57,20,263,3,213,11,7,25,88,22,89,0,51,9,11,84,2,3,1,1,8,4,40,11,8,19,2,97,747,99,3,84,5,1,5,29,4,28,1,14,4,3,7,7,181,3,66,23,212,26,2,5,2,198,2,10,1,49,242,3,3,0,14,35,21,13,8,11,36,6,0,384,1,3,5,1,3,36,15,5,6,4,4,139,3,2,12,8,23,47,16,16,356,22,13,3,45,6,2,15,4,16,25,5,17
"601",332,19,11,3,2,74,10,234,7,209,17,8,17,77,6,90,2,58,4,18,104,13,15,3,13,11,0,49,10,4,31,10,118,748,85,4,105,7,1,8,35,14,12,5,4,3,2,13,1,205,0,55,23,171,41,3,7,6,187,1,11,8,65,211,2,3,10,9,28,20,9,2,4,29,3,1,408,5,6,6,17,10,34,10,7,11,4,2,134,14,1,1,5,15,34,8,13,312,20,12,10,46,13,6,13,7,12,20,10,34
"602",356,16,14,13,12,51,6,194,10,249,13,10,20,88,9,96,13,47,5,11,101,1,8,11,3,20,0,56,16,10,13,4,71,764,75,5,90,3,6,6,17,13,6,3,4,10,8,14,6,179,3,61,33,204,29,1,1,11,226,0,5,2,48,241,5,4,7,8,14,23,12,2,13,33,0,6,385,5,11,12,3,6,32,14,6,6,4,1,145,6,10,10,3,15,46,22,11,331,15,11,5,44,12,3,20,2,21,13,3,19
"603",298,26,12,1,5,49,15,200,5,212,12,6,22,107,8,82,7,54,1,8,91,2,1,16,6,11,3,43,15,8,29,17,64,718,83,3,106,10,3,5,24,15,21,7,5,19,5,14,4,207,9,44,29,230,23,1,7,5,181,9,6,5,44,244,1,3,2,19,30,32,11,5,14,35,5,9,454,3,14,4,11,2,35,16,2,7,13,2,146,1,2,6,7,24,34,13,16,342,13,4,6,47,11,6,14,2,17,8,11,19
"604",314,25,8,1,8,51,3,219,2,233,9,5,9,76,3,109,5,49,0,22,100,5,6,6,1,18,7,24,12,7,20,2,114,769,88,3,83,8,6,6,20,5,17,8,5,3,6,14,4,199,7,80,45,179,15,4,5,2,193,1,18,4,48,203,4,2,14,9,36,35,8,2,6,44,11,5,408,2,12,14,6,3,37,18,2,17,3,6,138,7,6,3,4,22,34,11,9,371,10,8,11,48,8,10,24,1,12,7,4,27
"605",305,14,18,4,3,75,12,230,2,251,9,4,23,58,5,76,1,39,5,13,90,9,11,4,4,14,3,35,14,14,19,10,90,742,98,3,74,3,7,5,40,11,12,7,3,8,4,17,6,188,8,61,34,226,9,1,3,5,210,0,11,0,48,251,4,5,6,13,27,25,11,5,7,31,12,2,449,3,10,3,17,6,55,6,7,12,7,9,132,5,5,12,5,13,31,19,5,329,3,5,13,19,3,5,15,1,19,22,17,31
"606",304,22,31,2,3,44,7,240,9,250,9,4,13,78,4,115,6,54,3,26,104,6,2,8,10,11,2,34,8,11,15,2,83,710,95,3,53,4,2,10,29,7,11,12,8,2,7,10,3,186,8,49,34,231,13,3,6,6,180,11,5,7,57,234,7,1,4,9,33,28,9,6,6,40,11,1,382,9,16,9,12,4,55,10,6,8,11,4,139,5,9,6,11,13,55,15,11,343,22,4,7,46,3,15,7,7,31,16,13,25
"607",314,17,18,11,3,34,10,218,0,263,13,11,14,92,1,112,4,39,4,13,103,5,5,4,4,10,1,35,18,8,12,3,83,706,96,6,74,4,3,10,29,10,9,14,13,16,1,7,3,193,12,66,38,214,17,1,3,2,212,4,12,5,56,208,10,3,10,17,32,30,11,4,6,40,17,6,421,9,8,10,4,6,38,9,3,7,5,6,120,9,3,7,4,17,32,12,11,380,8,5,7,39,4,10,7,2,24,32,7,22
"608",327,9,25,3,0,44,6,222,1,210,6,10,36,93,8,85,4,67,11,15,110,2,5,14,1,10,0,41,12,11,20,6,84,731,92,0,71,7,10,5,22,11,7,16,9,1,2,13,9,180,2,52,35,183,14,1,3,1,206,7,17,8,62,219,2,2,7,5,22,13,10,4,6,50,11,0,461,9,6,4,10,0,40,8,4,14,9,0,165,4,10,5,5,7,38,6,7,383,8,10,8,41,6,6,26,7,10,23,8,26
"609",316,14,15,5,1,68,17,196,7,272,9,10,21,69,2,85,5,65,10,11,97,11,2,7,5,9,2,20,15,14,30,4,84,789,74,3,70,5,3,6,31,12,7,8,5,8,3,5,5,196,4,66,43,194,21,1,9,4,235,1,3,7,39,206,9,7,10,4,35,21,4,0,8,39,8,0,413,2,17,4,8,10,52,11,2,13,2,6,156,6,4,6,5,13,33,8,13,332,14,6,10,53,7,6,14,3,14,26,7,18
"610",319,22,20,1,5,29,10,199,3,238,18,7,14,94,3,111,1,32,1,20,99,5,5,3,6,16,4,37,14,19,22,0,102,699,118,4,72,13,1,6,36,5,8,7,4,8,6,9,6,157,6,58,25,237,32,7,5,4,212,1,13,6,52,272,8,2,17,3,27,32,12,5,19,36,8,7,421,4,7,9,10,1,35,18,10,8,3,12,121,8,3,4,6,15,45,11,2,318,15,7,9,43,11,2,8,4,27,23,8,28
"611",280,28,20,5,3,47,14,230,3,217,14,7,23,83,5,101,11,53,1,7,122,4,3,3,6,19,3,38,24,5,22,1,78,808,104,4,84,8,3,0,26,16,13,6,5,5,3,12,9,251,4,69,24,165,24,4,1,6,179,5,17,5,62,236,3,12,9,8,29,38,15,3,11,33,6,2,380,5,4,5,9,7,36,9,13,8,4,2,112,11,4,6,12,10,31,13,6,309,25,12,5,35,2,6,16,13,24,23,5,31
"612",309,18,5,3,1,56,14,264,11,233,20,9,11,80,12,87,5,55,2,10,116,4,4,2,1,14,10,29,17,7,28,4,92,824,84,5,67,4,1,4,41,18,2,11,8,6,3,16,8,187,7,57,44,186,13,1,10,5,203,4,19,6,63,201,4,1,12,6,30,22,8,5,9,33,8,0,458,3,11,12,10,1,23,6,6,5,3,1,127,6,0,4,6,12,39,11,5,302,15,7,2,40,5,7,17,2,24,11,8,32
"613",308,23,19,15,5,53,15,180,6,252,13,2,11,75,2,95,1,62,3,8,107,3,8,9,1,15,3,28,11,4,24,4,74,770,109,2,81,3,5,6,31,11,13,9,4,10,5,26,1,184,5,61,34,204,20,2,11,5,204,3,11,2,42,217,5,7,22,11,12,20,10,6,4,26,7,1,476,3,12,6,9,5,35,19,9,9,5,2,128,2,4,1,9,6,29,4,9,365,17,7,5,35,9,9,14,3,33,24,13,23
"614",332,28,18,0,4,73,14,178,5,204,8,4,24,79,9,114,7,70,5,16,107,8,5,1,12,19,1,32,16,9,30,7,92,731,99,4,81,8,2,14,25,12,5,1,8,7,2,4,6,213,4,51,27,269,17,2,10,6,190,0,23,3,54,221,11,7,6,4,20,21,10,7,3,24,4,2,425,7,7,2,8,4,37,14,4,3,2,5,153,7,12,3,10,16,29,14,11,323,11,3,6,24,7,5,20,3,22,17,13,24
"615",323,24,29,6,11,41,9,227,5,229,15,7,14,90,10,124,1,55,8,20,136,15,7,7,0,12,7,17,21,9,16,4,77,687,96,4,104,4,5,8,32,14,14,7,3,2,2,11,4,202,1,42,31,221,34,6,7,3,160,5,6,4,56,212,4,2,9,13,22,30,11,6,5,39,4,1,468,4,4,8,19,5,36,10,1,4,6,4,115,6,5,8,6,10,56,9,8,328,18,8,9,40,7,16,3,3,17,28,4,18
"616",312,22,14,2,5,61,15,197,3,229,9,5,22,88,5,104,4,40,5,14,99,1,4,9,2,12,3,22,15,9,23,3,120,745,98,6,90,4,0,7,29,9,18,13,8,11,5,13,5,216,5,76,39,225,11,1,6,3,172,1,15,4,44,233,6,3,4,10,11,38,16,5,9,32,7,6,465,3,1,9,11,7,29,16,3,9,8,2,99,10,2,3,4,8,42,11,11,339,23,17,2,25,11,9,18,6,25,11,7,17
"617",277,17,5,2,3,61,6,203,5,210,19,2,19,64,6,87,4,36,4,15,122,1,1,9,3,29,4,21,7,4,13,9,110,818,110,1,70,8,3,6,36,11,11,2,3,1,10,9,6,198,5,75,32,178,21,2,3,9,208,6,10,3,67,246,5,4,9,23,21,11,5,3,7,39,6,3,461,3,8,13,9,2,32,11,4,20,14,6,131,14,2,5,2,15,29,9,8,359,18,8,0,48,10,6,20,13,10,17,1,10
"618",322,24,20,2,2,49,18,211,1,218,8,21,19,68,4,80,4,59,3,14,86,3,7,9,12,35,2,29,9,10,27,5,102,796,104,2,60,3,7,12,27,12,20,8,8,10,2,6,6,205,4,65,23,202,26,6,9,1,220,5,12,8,36,228,4,7,7,10,19,20,6,6,7,29,5,5,384,1,6,7,8,6,47,10,3,11,4,4,119,7,3,20,5,8,55,16,7,350,16,13,6,46,4,3,15,4,23,21,6,21
"619",298,15,17,1,15,60,13,225,0,248,10,9,18,92,9,106,7,65,2,11,91,7,4,9,2,11,8,30,18,12,19,2,94,731,124,2,78,18,0,7,18,10,16,4,6,3,5,8,2,177,13,68,56,214,18,5,7,11,195,4,8,2,44,215,3,1,5,6,17,13,8,5,14,51,6,3,474,3,6,3,17,5,22,12,2,3,9,7,118,3,4,0,7,22,42,10,11,330,17,2,5,31,8,12,13,5,25,24,9,10
"620",293,20,21,0,4,44,17,223,5,215,5,7,18,72,1,93,4,68,1,6,108,7,9,1,7,12,5,26,24,14,14,4,85,790,93,2,70,5,9,2,26,18,19,8,10,9,2,20,4,176,7,36,34,219,15,1,3,4,229,8,12,4,75,256,4,2,6,15,28,37,18,7,7,40,4,8,368,7,24,13,10,10,27,4,12,16,0,5,125,2,8,7,19,19,44,12,4,321,10,2,0,48,6,10,9,7,20,16,4,36
"621",306,24,27,6,8,38,19,192,6,234,8,5,17,85,1,91,4,57,2,21,94,1,5,10,15,11,3,21,16,7,14,3,90,724,99,3,104,7,2,0,23,8,11,2,3,9,3,16,2,203,4,40,44,233,21,6,14,6,191,4,7,4,54,228,4,7,4,4,26,43,5,5,2,54,6,2,423,2,4,8,13,1,54,4,14,12,6,2,156,7,2,11,13,20,31,14,4,316,15,9,2,56,20,5,18,3,31,25,7,14
"622",285,18,11,2,0,50,19,202,5,282,15,5,23,95,5,110,9,68,13,18,140,6,9,6,2,15,7,24,20,6,16,4,71,672,81,4,71,11,8,5,25,14,17,4,5,1,4,10,1,205,2,89,25,214,20,15,6,6,250,6,5,11,39,234,6,2,5,8,26,13,7,8,5,44,12,3,392,2,10,4,9,8,31,8,12,9,4,2,125,4,5,1,8,10,45,22,6,330,20,2,2,51,12,11,12,8,14,19,15,27
"623",337,15,31,5,1,34,8,176,2,223,8,4,22,77,3,107,2,43,5,12,105,4,13,10,4,21,2,26,5,13,11,9,109,795,113,4,105,5,1,9,26,12,13,2,6,3,6,1,3,175,8,59,30,179,27,3,3,7,188,5,15,4,58,225,6,2,7,12,25,20,8,4,6,44,10,6,456,3,5,15,11,1,36,19,3,7,2,10,136,1,2,4,3,19,44,11,8,348,14,3,2,52,6,7,14,5,17,19,5,25
"624",311,10,18,2,2,73,9,241,9,230,9,11,25,81,4,87,6,82,5,18,131,7,5,14,2,17,2,30,7,16,26,6,68,771,83,3,92,1,1,4,33,7,12,8,1,12,5,5,5,214,1,69,30,170,11,0,3,13,180,1,6,0,38,274,3,5,4,12,32,26,15,7,6,20,12,4,428,4,3,5,6,4,39,9,6,3,5,3,161,10,6,7,9,9,38,10,5,297,21,6,8,43,4,9,10,4,34,10,6,15
"625",291,22,16,3,4,54,6,222,2,242,6,6,44,86,12,74,11,52,1,10,114,1,4,2,2,16,3,24,11,11,34,3,115,732,91,1,108,14,1,5,44,8,22,13,4,11,1,21,10,207,11,49,29,178,23,7,2,8,223,1,7,4,51,224,3,2,5,6,19,24,11,2,6,40,5,4,441,7,15,5,11,1,28,19,6,4,11,7,102,6,3,3,8,12,35,9,8,335,18,12,0,45,4,3,24,5,19,27,7,19
"626",335,31,26,3,1,43,10,192,3,230,11,8,11,82,7,115,0,64,5,30,138,1,3,7,4,15,3,33,15,7,23,4,87,703,99,6,83,9,0,6,26,14,12,3,10,10,0,17,8,201,7,38,40,187,30,5,6,3,221,0,7,7,60,187,4,0,3,10,36,15,6,5,6,33,16,8,478,8,5,3,3,2,34,9,4,5,17,1,118,14,5,3,9,14,68,14,6,320,6,6,8,49,7,2,23,5,21,12,7,20
"627",317,13,22,1,2,62,16,209,14,173,4,10,18,79,9,82,0,59,5,18,120,10,5,0,5,11,3,25,11,7,28,7,79,752,122,3,82,14,0,4,41,12,15,5,8,10,14,12,7,235,4,75,30,199,14,2,7,1,190,4,4,3,41,206,7,1,25,4,22,24,10,13,4,44,16,6,410,0,8,15,15,6,41,14,5,13,7,3,131,6,3,11,7,18,49,11,4,325,44,10,3,26,9,5,13,6,13,27,3,23
"628",374,39,33,5,1,35,11,225,6,226,25,5,20,68,9,88,14,46,5,7,109,7,4,6,5,10,5,41,11,7,15,7,93,735,98,4,104,2,1,4,23,9,16,13,7,2,1,16,3,152,4,56,35,176,7,2,6,2,226,5,7,10,34,227,7,6,14,7,21,32,12,6,10,38,1,0,412,12,4,7,7,1,55,10,6,11,1,1,140,5,4,8,1,18,43,20,8,366,12,4,4,47,14,4,16,2,16,15,6,17
"629",296,22,9,5,4,45,20,205,14,225,8,9,26,82,3,106,3,60,1,15,115,9,2,5,6,16,3,36,6,15,28,6,96,758,112,2,66,10,1,2,26,17,18,11,5,3,11,8,2,168,8,54,33,191,25,0,7,4,226,3,13,4,54,233,3,3,10,11,28,27,10,6,14,44,13,1,446,4,11,8,9,1,48,9,3,11,7,2,130,7,0,6,7,12,27,14,10,336,9,9,2,36,8,3,11,1,18,16,4,29
"630",276,29,15,6,1,43,12,239,2,255,14,12,16,65,3,98,3,63,4,22,114,4,4,16,4,10,3,28,7,9,20,7,79,757,88,5,68,5,15,6,21,12,14,8,7,5,1,11,6,211,7,46,34,164,18,4,8,4,207,3,11,5,48,199,3,1,10,12,30,23,11,3,6,16,18,8,435,2,11,5,11,2,47,8,4,24,11,4,146,4,1,6,13,11,48,7,11,351,13,12,7,46,14,8,31,3,23,27,8,24
